SCHOOLDIST,BORO,INITIALS,CREAT_DATE,EDIT_DATE,ZONED_DIST,BORO_NUM,Shape_Leng,Shape_Area,REMARKS,DBN,ESID_NO,Label
20,BK,BG,,,20,3,18533.308838199998718,15569169.776799999177456,,20K185,772,185
19,BK,BG,08/07/2001,,19,3,15778.435021400000551,7190592.872019999660552,Park/Cemeteries,,203,
22,BK,BG,07/31/2001,,22,3,19293.866654500001459,11051646.650000000372529,,22K197,8,197
22,BK,BG,07/31/2001,,22,3,19779.360536500000308,16367217.836600000038743,,22K222,9,222
22,BK,BG,07/31/2001,,22,3,18250.396242099999654,16709303.911599999293685,,22K193,11,193
22,BK,BG,07/31/2001,,22,3,16670.784505399999034,9925246.003699999302626,,22K217,14,217
22,BK,BG,08/12/2011,7/28/05,22,3,25566.134579000001395,16875194.820799998939037,Optional shared zone: PS 152 (K-5) and PS 315 (K-5) share a zone.,"22K152,22K315",15,"152, 315"
22,BK,BG,07/31/2001,,22,3,16451.000516600000992,7635028.70196000020951,,22K139,16,139
22,BK,BG,08/12/2011,,22,3,14158.847379799999544,9570695.204709999263287,Optional shared zone: PS 361 (K-2); PS 269 (3-5) share a zone.,"22K269,22K361",21,"361 (K-2), 269 (3-5)"
22,BK,BG,07/31/2001,,22,3,12062.594990199999302,6716716.552670000120997,,22K198,22,198
22,BK,BG,07/31/2001,,22,3,12764.533546700000443,7912524.663499999791384,,22K251,23,251
22,BK,JO,08/12/2011,5/11/12,22,3,12180.147791900000811,8553239.528319999575615,Students in grades K-2 are zoned to PS 326.  Students in grades 2-5 are zoned to PS 119.,"22K119,22K326",24,"326 (K-2), 119 (2-5)"
22,BK,BG,07/31/2001,,22,3,20609.600443300001643,17961063.031399998813868,,22K203,25,203
22,BK,BG,07/31/2001,,22,3,21821.36159680000128,24755828.513000000268221,,22K236,26,236
22,BK,BG,07/31/2001,,22,3,28337.315642500001559,30288594.018899999558926,,22K312,27,312
13,BK,JO,,05/03/2012,14,3,3158.171414020000157,402078.329984000010882,"Zoned to PS/IS 157, which is located in District 14.",14K157,242,157
14,BK,BG,07/31/2001,04/09/12,14,3,15008.204771299999265,7296242.587740000337362,,14K157,28,157
14,BK,BG,07/31/2001,,14,3,6302.10437155999989,2012510.094359999988228,,14K297,29,297
14,BK,BG,07/31/2001,9/2/04,14,3,8219.657925749999777,1663048.082459999946877,,14K023,30,23
14,BK,BG,07/31/2001,9/2/04,14,3,7447.318483570000353,3153348.143829999957234,,14K059,31,59
14,BK,BG,07/31/2001,9/2/04,14,3,9699.880418389999249,2472698.284729999955744,,14K120,32,120
23,BK,JO,12/09/2012,,23,3,7467.724096160000045,3439593.391909999772906,"Beginning in 2013-14, District 23 is unzoned at the elementary school level.  Call 718-935-2003 for more information.",Unzoned,47,
13,BK,BG,08/07/2001,,13,3,11408.672667500000898,4315079.434290000237525,,13K054,243,54
16,BK,BG,08/01/2001,9/2/04,16,3,10334.586486800000785,5552060.799730000086129,,16K243,62,243
16,BK,BG,08/01/2001,9/2/04,16,3,10227.380137599999216,3799931.773940000217408,,16K028,63,28
16,BK,BG,08/01/2001,9/2/04,16,3,12207.51958249999916,3788932.083370000123978,,16K335,64,335
16,BK,BG,08/01/2001,4/9/12,16,3,3265.448173119999865,666387.078922000015154,Option to attend several District 16 Elementary Schools. Contact 718-935-2003 for more information.,,65,
16,BK,BG,08/01/2001,4/9/12,16,3,3304.118976260000181,672917.735826999996789,Option to attend several District 16 Elementary Schools. Contact 718-935-2003 for more information.,,66,
16,BK,BG,08/01/2001,9/3/04,16,3,5588.834496200000103,1633767.477680000010878,,16K021,67,21
16,BK,BG,08/01/2001,9/2/04,16,3,9657.994214509999438,4627641.623759999871254,,16K262,68,262
16,BK,BG,08/01/2001,,16,3,7172.919351300000017,2568337.427869999781251,,16K040,69,40
16,BK,BG,08/01/2001,9/2/04,16,3,10782.951334499999575,3769100.309419999830425,,16K005,70,5
16,BK,BG,08/01/2001,,16,3,8700.171570160000556,3614328.451450000051409,,16K025,71,25
16,BK,BG,08/12/2011,,16,3,5864.234673920000205,1713312.020060000009835,Optional shared zone: PS 627 (K-5) and PS 636 (K-5) share a zone.,"16K627,16K636",72,"627, 636"
16,BK,BG,08/01/2001,9/2/04,16,3,8757.695022249999965,3056937.419139999896288,,16K081,73,81
16,BK,BG,08/01/2001,9/2/04,16,3,9268.720562169999539,2644538.790020000189543,,16K026,74,26
16,BK,BG,08/01/2001,9/2/04,16,3,12625.285140399999364,4860774.215680000372231,,16K309,76,309
13,BK,BG,08/01/2001,4/9/12,16,3,2728.529855400000088,445537.30803700000979,Option to attend several District 16 Elementary Schools. Contact 718-935-2003 for more information.,,77,
32,BK,BG,08/03/2001,03/27/12,32,3,12133.337716899999577,5321847.293109999969602,,32K274,79,274
32,BK,BG,08/03/2001,,32,3,7581.327125570000135,1965417.611310000065714,,32K086,82,86
32,BK,BG,08/03/2001,,32,3,7166.213516509999863,1534732.528679999988526,,32K376,84,376
32,BK,BG,08/03/2001,,32,3,7382.171081409999715,2034114.241970000090078,,32K116,85,116
32,BK,BG,08/03/2001,,32,3,8939.240912269999171,3376001.434359999839216,,32K075,86,75
32,BK,BG,08/03/2001,,32,3,9549.404773710000882,3703004.404589999932796,,32K106,88,106
32,BK,BG,08/03/2001,,32,3,7098.765180280000095,2156645.187469999771565,,32K151,89,151
32,BK,BG,08/03/2001,,32,3,7212.502790999999888,3185840.501790000125766,,32K384,90,384
32,BK,BG,08/03/2001,,32,3,9127.496997449999981,3296654.69980000006035,,32K299,91,299
13,BK,BG,08/07/2001,9/2/04,13,3,9542.716839000000618,2892960.877419999800622,,13K270,244,270
32,BK,BG,08/03/2001,,32,3,13220.94287980000081,6387650.597710000351071,,32K045,92,45
21,BK,BG,08/06/2001,,21,3,16894.224553700001707,9411175.573960000649095,,21K238,140,238
21,BK,BG,08/06/2001,,21,3,16350.996568500000649,10264146.281700000166893,,21K099,143,99
21,BK,BG,08/06/2001,,21,3,18388.268833400001313,10323365.749099999666214,,21K199,145,199
17,BK,BG,08/06/2001,,17,3,8677.85086186999979,3923554.590650000143796,,17K399,150,399
17,BK,BG,08/06/2001,,17,3,11918.382174700000178,5026045.782080000266433,,17K397,152,397
17,BK,BG,08/06/2001,,17,3,12191.391056300000855,5972580.900480000302196,,17K289,158,289
17,BK,BG,08/06/2001,,17,3,7236.041763569999603,3027331.554070000071079,"For 2013-14, Grades K-2 are zoned to PS 532; Grades 3-5 are zoned to PS 167.","17K532,17K167",159,"532 (K-2),167 (3-5)"
17,BK,BG,08/06/2001,,17,3,6640.110828910000237,2163265.979540000203997,,17K191,160,191
17,BK,BG,08/06/2001,,17,3,9163.427909190000719,2781628.17105000000447,,17K012,161,12
17,BK,BG,08/13/2011,,17,3,11788.672328500000731,4372796.362259999848902,PS 189 is a District 17 bilingual school.,17K189,162,189
17,BK,BG,08/06/2001,,17,3,11859.1484032999997,4860823.380549999885261,,17K398,163,398
17,BK,BG,08/06/2001,,17,3,14078.235318700000789,6475371.638469999656081,,17K221,164,221
17,BK,BG,08/06/2001,,17,3,15530.143075199999657,9019560.747489999979734,,17K091,165,91
17,BK,BG,08/06/2001,,17,3,15409.757777799999531,8109696.191460000351071,,17K161,166,161
18,BK,BG,08/06/2001,,18,3,19562.752854400001524,11488387.825799999758601,,18K272,167,272
18,BK,BG,08/06/2001,,18,3,24675.658343300001434,12016303.633199999108911,Canarsie Beach Park,,168,
18,BK,BG,08/06/2001,,18,3,15695.137849900000219,7614907.446949999779463,,18K135,180,135
18,BK,BG,08/06/2001,,18,3,15129.542334499999924,6679153.232019999995828,,18K279,169,279
18,BK,BG,08/06/2001,,18,3,15897.548902000000453,11465050.24379999935627,,18K276,171,276
18,BK,BG,08/06/2001,,18,3,12735.652337699999407,5622227.038159999996424,,18K268,174,268
18,BK,BG,08/06/2001,,18,3,11629.960121599999184,6961094.437979999929667,,18K219,175,219
18,BK,JO,08/06/2001,05/04/2012,18,3,17299.018416700000671,15396430.211100000888109,"PS/IS 66, an unzoned choice K-8 option, is also located in this zone.",18K233,176,233
18,BK,BG,08/06/2001,,18,3,20726.248915299998771,14590699.694299999624491,,18K208,177,208
18,BK,BG,08/06/2001,,18,3,8830.315293469999233,4082853.836430000141263,Holy Cross Cemetery,,178,
18,BK,BG,08/06/2001,,18,3,11340.071007000000463,5341227.584529999643564,,18K235,179,235
18,BK,BG,08/06/2001,,18,3,13180.860395399999106,9487671.773169999942183,,18K244,181,244
19,BK,JO,08/07/2001,12/09/2012,19,3,13477.071657399999822,6193105.673580000177026,"In 2013-14, Grades K-4 are zoned to PS 325; Grades 5 is zoned to PS 260.","19K325,19K260",184,"325 (K-4), 260 (5)"
19,BK,BG,08/07/2001,,19,3,9491.516963039999609,4615636.937930000014603,,19K306,185,306
19,BK,BG,08/07/2001,,19,3,25877.066847499998403,15907345.842100000008941,,19K273,186,273
19,BK,BG,08/07/2001,,19,3,33736.919488599996839,39097707.995700001716614,,19K224,187,224
19,BK,BG,08/07/2001,,19,3,11212.196176800000103,4316869.35871999990195,,19K213,188,213
19,BK,BG,08/07/2001,,19,3,7341.923650570000063,2472759.654610000085086,,19K190,189,190
19,BK,BG,08/07/2001,,19,3,6884.011546740000085,1885953.149019999895245,"For 2013-14, Grades K-2 are zoned to PS 557; Grades 3-5 are zoned to PS 174.","19K557,19K174",190,"557 (K-2), 174 (3-5)"
19,BK,BG,08/07/2001,,19,3,12514.376845900000262,6623431.686540000140667,,19K214,201,214
19,BK,BG,08/07/2001,,19,3,11242.486913200000345,5592307.629270000383258,Cemetery of the Evergreens,,202,
19,BK,BG,08/07/2001,,19,3,15142.381363500000589,4426800.643339999951422,,19K013,191,13
19,BK,BG,08/07/2001,,19,3,14416.295462300000509,6774356.885209999978542,,19K202,192,202
19,BK,BG,08/07/2001,,19,3,9292.618598880000718,2568571.693709999788553,,19K328,194,328
19,BK,BG,08/07/2001,,19,3,8939.308829469999182,4529624.534529999829829,"Option to attend PS 13, PS 149, PS 174, or PS 328. Contact 718-935-2003 for more information.",,195,"13, 149, 174, 328"
19,BK,BG,08/07/2001,,19,3,14300.320363900000302,5896410.482909999787807,,19K149,196,149
19,BK,BG,08/07/2001,,19,3,10931.424893299999894,6081924.120210000313818,,19K158,197,158
19,BK,BG,08/07/2001,,19,3,11948.733681600000637,4357837.074009999632835,,19K677,198,677
19,BK,BG,08/12/2011,,19,3,10484.77410620000046,5335759.939640000462532,,19K345,199,345
19,BK,BG,08/07/2001,,19,3,11278.361211800000092,5923154.180929999798536,,19K159,200,159
19,BK,BG,08/07/2001,,19,3,15540.693282700000054,7927390.361510000191629,,19K290,204,290
19,BK,BG,08/07/2001,,19,3,14447.182068599999184,6882180.926429999992251,,19K108,205,108
19,BK,BG,08/07/2001,,19,3,10092.779156299999158,5382434.932359999977052,,19K065,206,65
19,BK,BG,08/07/2001,,19,3,9178.729815439999584,4907849.769150000065565,,19K007,207,7
13,BK,BG,08/07/2001,9/2/04,13,3,14298.818084399999861,5669663.498970000073314,,13K011,235,11
13,BK,BG,08/07/2001,9/2/04,13,3,11575.394097799999145,5657619.057550000026822,,13K056,236,56
13,BK,BG,08/07/2001,,13,3,10918.021882200000618,4434726.457779999822378,,13K003,237,3
13,BK,BG,08/07/2001,9/2/04,13,3,13740.31491620000088,5362457.470030000433326,,13K093,238,93
13,BK,BG,08/07/2001,9/2/04,13,3,8270.590820460000032,4033693.996720000170171,,13K044,239,44
13,BK,BG,08/07/2001,,13,3,9253.292596150000463,4062014.045479999855161,,13K305,240,305
13,BK,BG,08/07/2001,9/2/04,13,3,8161.975496629999725,3416510.461240000091493,,13K256,241,256
13,BK,BG,08/07/2001,9/2/04,13,3,7486.241694289999941,3118891.767279999796301,,13K046,247,46
19,BK,BG,08/07/2001,,19,3,28268.030463300001429,22434840.61089999973774,,19K346,182,346
18,BK,AMG,5/22/02,,18,3,27098.40114000000176,17198293.956999998539686,,18K115,170,115
18,BK,AMG,11/22/02,,18,3,28618.132420400001138,22167941.387499999254942,,18K114,750,114
17,BK,BG,08/06/2001,,17,3,9912.053357049999249,3603009.33309999993071,,17K092,153,92
17,BK,BG,08/06/2001,,17,3,16460.206799499999761,7245584.998440000228584,,17K181,151,181
17,BK,BG,08/06/2001,,17,3,16315.331688800000848,7128353.833700000308454,,17K138,157,138
24,QN,EP,08/12/2011,11/15/12,28,4,3511.192348749999837,730667.480930999969132,"For 2013-14, Grades K-3 are zoned to PS 330. Grades 4-5 are zoned to PS 139 located in District 28.","24Q330,28Q139",796,"330 (K-3), 139 (4-5)"
17,BK,JO,08/06/2001,12/19/2012,17,3,8850.056694770000831,4679800.824850000441074,,17K249,147,249
17,BK,BG,08/06/2001,,17,3,11778.859732099999746,7345398.828259999863803,,17K241,156,241
17,BK,AMG,6/13/05,5/20/05,17,3,15255.52507390000028,8807961.65751999989152,,17K375,768,375
17,BK,BG,08/06/2001,,17,3,12632.483379799999966,3568986.844250000081956,,17K006,148,6
17,BK,BG,08/06/2001,9/2/04,17,3,8210.534693859999607,3608729.737129999790341,,17K316,155,316
17,BK,JO,12/09/2012,,17,3,10855.089487699999154,5089416.86034999974072,"For 2013-14, Grades K-4 are zoned to PS 705; Grade 5 is zoned to PS 22.","17K705,17K022",154,"705 (K-4), 22 (5)"
13,BK,AMG,6/13/05,,13,3,13551.243630200000553,8376552.03902000002563,,13K009,769,9
14,BK,BG,08/01/2001,9/2/04,14,3,12722.155984299999545,6223254.245860000140965,,14K084,37,84
14,BK,JO,08/01/2001,12/09/2012,14,3,7537.118210579999868,2804695.571949999779463,Optional shared zone: PS 319 (K-1) or PS 414 is phasing in K-3; Grades 4-5 are zoned to PS 19 (during the 2013-14 school year).,"14K319,14K414,14K019",38,"319 (K-1), 414 (K-3), 19 (4-5)"
14,BK,BG,08/01/2001,,14,3,5643.457747399999789,1620627.663699999917299,,14K018,40,18
30,QN,AP,08/12/2011,3/21/12,30,4,5977.743974910000361,2203578.448090000078082,Zoned by address to: PS 111 for Grades K-5. Contact 718-935-2003 for more information.,30Q111,844,111
14,BK,BG,08/01/2001,9/2/04,14,3,18145.96394109999892,13882751.987800000235438,,14K196,41,196
14,BK,BG,08/01/2001,9/2/04,14,3,22138.043937599999481,12935063.555299999192357,,14K017,42,17
14,BK,BG,08/01/2001,9/2/04,14,3,21903.880023599998822,13448247.029799999669194,,14K132,43,132
14,BK,BG,08/01/2001,9/2/04,14,3,19585.78879550000056,14845340.746600000187755,,14K031,44,31
14,BK,BG,08/01/2001,,14,3,20438.282016199998907,12787293.281300000846386,,14K034,45,34
14,BK,BG,08/01/2001,9/2/04,14,3,21810.68290849999903,25341622.594799999147654,,14K110,46,110
21,BK,BG,08/06/2001,,21,3,18273.336294600001565,13905881.335699999704957,,21K090,123,90
21,BK,BG,08/06/2001,,21,3,28881.801726400000916,22042946.29619999974966,,21K212,127,212
21,BK,BG,08/06/2001,,21,3,22792.621127099999285,12495817.676100000739098,,21K101,132,101
21,BK,BG,08/06/2001,,21,3,17306.954098400001385,10480626.249900000169873,,21K095,135,95
20,BK,BG,08/07/2001,,20,3,16427.947459800001525,10722192.293099999427795,,20K200,209,200
15,BK,BG,08/06/2001,,15,3,12168.667453800000658,6280972.761559999547899,,15K230,103,230
22,BK,BG,07/31/2001,,22,3,21302.443550399999367,18468337.917399998754263,,22K052,3,52
22,BK,BG,07/31/2001,,22,3,19347.739923900000576,13238145.779400000348687,,22K206,4,206
22,BK,BG,07/31/2001,,22,3,16403.361531999998988,9130096.42968999966979,,22K194,5,194
22,BK,BG,07/31/2001,,22,3,20314.924183700000867,12888898.744599999859929,,22K277,6,277
22,BK,BG,07/31/2001,,22,3,63709.326659199999995,122928589.410999998450279,,22K207,10,207
21,BK,BG,08/06/2001,,21,3,16600.697092700000212,10468607.705700000748038,,21K215,137,215
21,BK,BG,08/06/2001,,21,3,15421.823218100000304,8872769.359850000590086,,21K153,138,153
15,BK,BG,08/06/2001,,15,3,12951.085811700000704,7638553.508600000292063,,15K130,104,130
15,BK,BG,08/06/2001,,15,3,12070.404771499999697,6542797.273040000349283,,15K154,105,154
15,BK,BG,08/06/2001,,15,3,10064.423548700000538,3754080.123869999777526,,15K107,108,107
15,BK,BG,08/06/2001,,15,3,11447.032761899999969,4646668.720610000193119,,15K039,109,39
15,BK,BG,08/06/2001,,15,3,14145.381924200000867,9524630.238940000534058,,15K321,110,321
15,BK,BG,08/06/2001,,15,3,13653.971042900000612,7795126.615919999778271,,15K038,114,38
21,BK,BG,08/06/2001,,21,3,15299.58005249999951,8187145.401879999786615,,21K177,139,177
21,BK,BG,08/06/2001,,21,3,16881.506965199998376,8935683.243580000475049,,21K121,141,121
21,BK,BG,08/06/2001,,21,3,14532.650064199999179,7776062.541000000201166,,21K226,144,226
20,BK,BG,08/07/2001,,20,3,14034.074791999999434,7132076.342790000140667,,20K192,230,192
13,BK,BG,08/07/2001,9/2/04,13,3,13143.59589589999996,6286029.749889999628067,,13K282,233,282
13,BK,BG,08/07/2001,,13,3,18872.705073599998286,11528174.310399999842048,,13K020,245,20
13,BK,BG,08/07/2001,9/2/04,13,3,6160.827282180000111,2030120.581550000002608,,13K067,246,67
13,BK,BG,08/07/2001,9/2/04,13,3,16351.998805499999435,6631559.148000000044703,,13K287,248,287
14,BK,BG,08/01/2001,9/2/04,14,3,26878.356250900000305,13361182.702899999916553,,14K016,34,16
14,BK,BG,08/01/2001,,14,3,7206.933391190000293,1910977.860420000040904,,14K257,35,257
9,BX,DMH,8/1/2001,8/28/2001,9,2,8959.201665560000038,2504426.91020999988541,,09X110,658,110
13,BK,BG,08/07/2001,9/2/04,13,3,46266.428446700003406,23800344.809399999678135,,13K008,250,8
20,BK,BG,07/31/2001,9/2/05,20,3,14288.182442400000582,8648140.190640000626445,,20K179,12,179
14,BK,BG,08/01/2001,,14,3,15842.336642099999153,10795250.730900000780821,,14K380,33,380
14,BK,BG,08/01/2001,9/2/04,14,3,9355.7296969300005,2952459.006529999896884,,14K147,36,147
14,BK,BG,08/01/2001,,14,3,10358.7413190999996,4673911.337709999643266,,14K250,39,250
32,BK,BG,08/03/2001,,32,3,17368.522321600001305,9891826.620799999684095,,32K145,78,145
32,BK,BG,08/03/2001,,32,3,10519.016745900000387,5545116.717790000140667,,32K123,80,123
20,BK,JO,08/12/2011,05/08/12,20,3,19512.296600599998783,6613407.701930000446737,,20K503,816,503
20,BK,JO,08/12/2011,12/09/2012,20,3,10989.991523500000767,4078828.176169999875128,"In 2013-14, Grades K-3 are zoned to PS 971; Grades 4-5 are zoned to PS 69.","20K971,20K069",814,"971 (K-3), 69 (4-5)"
20,BK,JO,08/12/2011,12/09/12,20,3,7763.088569479999933,2533762.267459999769926,"In 2013-14, Grades K-4 are zoned to PS 310; Grade 5 is zoned to PS 69.","20K310,20K069",815,"310 (K-4), 69 (5)"
0,BX,,,,0,2,17425.814151300000958,17797358.413699999451637,Riker's Island,,600,
8,BX,DMH,8/2/2001,9/3/02,8,2,7194.880657790000441,2648677.697860000189394,,08X075,681,75
7,BX,AS,12/10/2012,,7,2,17242.150785000001633,14036940.435200000181794,"Southern Priority Area. Beginning in 2013-14, District 7 is unzoned at the elementary level.  Please call 718-935-2003 for more information.",Unzoned,633,Southern Priority Area.
9,BX,JB,06/15/10,06/15/10,9,2,8823.309270629999446,3155637.712660000193864,,09X035,775,35
9,BX,JB,8/2/2001,06/15/10,9,2,8190.17921294000007,2332552.384200000204146,,09X109,776,109
9,BX,JB,8/2/2001,06/15/10,9,2,9325.285392940000747,4745411.809019999578595,,09X011,777,11
9,BX,JB,05/15/10,06/15/10,9,2,8706.367134359999909,2950419.671589999925345,Optional Shared Zone: PS 443 (Grades K-5) and PS 457 (Grades K-5) share a zone.,"09X443,09X457",778,"443, 457"
11,BX,DMH,7/31/2001,,11,2,22498.896587899998849,14948776.466000000014901,,11X083,613,83
11,BX,DMH,7/31/2001,,11,2,13223.208334900000409,7729008.870620000176132,,11X076,618,76
11,BX,DMH,7/31/2001,,11,2,15329.372560399999202,10547830.276300000026822,,11X041,619,41
11,BX,DMH,7/31/2001,,11,2,16163.399498099999619,9487231.233549999073148,,11X103,620,103
11,BX,DMH,7/31/2001,,11,2,12509.255467999999382,7446121.106820000335574,,11X019,621,19
11,BX,DMH,7/31/2001,4/30/08,11,2,16194.3915906000002,7636988.254239999689162,,11X016,622,16
9,BX,DMH,8/1/2001,8/28/2001,9,2,8982.325492230000236,3989770.702169999945909,,09X073,652,73
11,BX,DMH,7/31/2001,8/10/2010,11,2,22457.125541000001249,25678434.184999998658895,,11X097,623,97
11,BX,DMH,7/31/2001,8/10/2010,11,2,13690.086541399999987,9269801.397649999707937,,11X121,624,121
11,BX,DMH,7/31/2001,,11,2,17137.550604799998837,12790487.270899999886751,,11X078,625,78
11,BX,DMH,7/31/2001,5/24/07,11,2,8008.514564179999979,3286967.41025000018999,,11X112,626,112
11,BX,DMH,7/31/2001,,11,2,17082.21028170000136,10053308.511099999770522,,11X021,627,21
11,BX,DMH,7/31/2001,4/30/08,11,2,14599.101320499999929,10180459.152699999511242,,11X087,628,87
9,BX,DMH,8/1/2001,8/03/2011,9,2,4692.346470749999753,984600.09947400004603,Northern portion of PS 4 zone.,09X004,648,4
9,BX,DMH,8/1/2001,8/28/2001,9,2,10287.706062699999165,3245666.398370000068098,,09X063,649,63
9,BX,DMH,8/1/2001,8/28/2001,9,2,7746.920610770000167,3180064.909419999923557,,09X132,650,132
